"","NT_code","species_name","drug","conc","control","AUC","abs_change_AUC","Species","cc_K","AUC_cc_K","concentration","Prop_left_24h_background","effective_concentration"
"24","NT5001","Phocaeicola vulgatus","Ciprofloxacin",320,FALSE,0.0047589054517461,0.995241094548254,"B._vulgatus",0.0550949872442431,0.00026219183516051,320,0.957532271880326,306.410327001704
"25","NT5001","Phocaeicola vulgatus","Clomiphene",5,FALSE,0.986978959904724,0.013021040095276,"B._vulgatus",0.0550949872442431,0.0543775932062871,5,0.719136135635494,3.59568067817747
"26","NT5001","Phocaeicola vulgatus","Clomiphene",20,FALSE,0.822655048692978,0.177344951307022,"B._vulgatus",0.0550949872442431,0.0453241694141518,20,0.719136135635494,14.3827227127099
"27","NT5001","Phocaeicola vulgatus","Clomiphene",80,FALSE,0.00254930900308597,0.997450690996914,"B._vulgatus",0.0550949872442431,0.000140454147006656,80,0.719136135635494,57.5308908508395
"28","NT5001","Phocaeicola vulgatus","Diacerein",20,FALSE,0.421731131325779,0.578268868674221,"B._vulgatus",0.0550949872442431,0.023235271300894,20,1,20
"29","NT5001","Phocaeicola vulgatus","Diacerein",80,FALSE,0.206066752719897,0.793933247280103,"B._vulgatus",0.0550949872442431,0.0113532451125653,80,1,80
"30","NT5001","Phocaeicola vulgatus","Diacerein",320,FALSE,0.0189531485253742,0.981046851474626,"B._vulgatus",0.0550949872442431,0.00104422347624374,320,1,320
"31","NT5001","Phocaeicola vulgatus","Dienestrol",5,FALSE,0.785888656088799,0.214111343911201,"B._vulgatus",0.0550949872442431,0.0432985254826077,5,0.957187441511403,4.78593720755702
"32","NT5001","Phocaeicola vulgatus","Dienestrol",20,FALSE,0.0130708343365474,0.986929165663453,"B._vulgatus",0.0550949872442431,0.000720137451043695,20,0.957187441511403,19.1437488302281
"33","NT5001","Phocaeicola vulgatus","Dienestrol",80,FALSE,0.00525148865197626,0.994748511348024,"B._vulgatus",0.0550949872442431,0.000289330700293919,80,0.957187441511403,76.5749953209123
"34","NT5001","Phocaeicola vulgatus","DMSO",0,TRUE,1,2.22044604925031e-16,"B._vulgatus",0.0550949872442431,0.0550949872442431,0,1,0
"35","NT5001","Phocaeicola vulgatus","Doxycycline",0.5,FALSE,0.0045623517070384,0.995437648292962,"B._vulgatus",0.0550949872442431,0.000251362709103031,0.5,0.726673816397645,0.363336908198822
"36","NT5001","Phocaeicola vulgatus","Doxycycline",2.5,FALSE,0.00530062975188629,0.994699370248114,"B._vulgatus",0.0550949872442431,0.00029203812856663,2.5,0.726673816397645,1.81668454099411
"37","NT5001","Phocaeicola vulgatus","Doxycycline",20,FALSE,0.00429357305782902,0.995706426942171,"B._vulgatus",0.0550949872442431,0.000236554352853316,20,0.726673816397645,14.5334763279529
"38","NT5001","Phocaeicola vulgatus","Ebselen",1.25,FALSE,1.01722753181153,0.0172275318115278,"B._vulgatus",0.0550949872442431,0.056044137889649,1.25,0.80235130995809,1.00293913744761
"39","NT5001","Phocaeicola vulgatus","Ebselen",5,FALSE,0.885039402214566,0.114960597785434,"B._vulgatus",0.0550949872442431,0.048761234575664,5,0.80235130995809,4.01175654979045
"40","NT5001","Phocaeicola vulgatus","Ebselen",20,FALSE,0.867471568488054,0.132528431511946,"B._vulgatus",0.0550949872442431,0.0477933350005929,20,0.80235130995809,16.0470261991618
"41","NT5001","Phocaeicola vulgatus","Entacapone",5,FALSE,0.994003527336861,0.00599647266313919,"B._vulgatus",0.0550949872442431,0.054764611659357,5,0.824560595040105,4.12280297520053
"42","NT5001","Phocaeicola vulgatus","Entacapone",20,FALSE,0.595367175948743,0.404632824051257,"B._vulgatus",0.0550949872442431,0.032801746964537,20,0.824560595040105,16.4912119008021
"43","NT5001","Phocaeicola vulgatus","Entacapone",80,FALSE,0.0096927879086578,0.990307212091342,"B._vulgatus",0.0550949872442431,0.000534024026188655,80,0.824560595040105,65.9648476032084
"44","NT5001","Phocaeicola vulgatus","Felodipine",5,FALSE,1.00292756608372,0.00292756608372446,"B._vulgatus",0.0550949872442431,0.0552562814602825,5,0.868988702769437,4.34494351384719
"45","NT5001","Phocaeicola vulgatus","Felodipine",20,FALSE,0.793872694824509,0.206127305175491,"B._vulgatus",0.0550949872442431,0.0437384059949092,20,0.868988702769437,17.3797740553887
"46","NT5001","Phocaeicola vulgatus","Felodipine",80,FALSE,0.0111438277839633,0.988856172216037,"B._vulgatus",0.0550949872442431,0.000613969049609502,80,0.868988702769437,69.519096221555
"47","NT5001","Phocaeicola vulgatus","Ketoconazole",5,FALSE,1.00876196967198,0.00876196967198473,"B._vulgatus",0.0550949872442431,0.0555777278515555,5,0.741483953870202,3.70741976935101
"48","NT5001","Phocaeicola vulgatus","Ketoconazole",20,FALSE,0.887120381425949,0.112879618574051,"B._vulgatus",0.0550949872442431,0.0488758860987707,20,0.741483953870202,14.829679077404
"49","NT5001","Phocaeicola vulgatus","Ketoconazole",80,FALSE,0.496865203761755,0.503134796238245,"B._vulgatus",0.0550949872442431,0.0273747820633621,80,0.741483953870202,59.3187163096162
"50","NT5001","Phocaeicola vulgatus","Lansoprazole",5,FALSE,0.98086542278682,0.01913457721318,"B._vulgatus",0.0550949872442431,0.0540407679567589,5,0.487569284447822,2.43784642223911
"51","NT5001","Phocaeicola vulgatus","Lansoprazole",20,FALSE,0.944835512139061,0.0551644878609394,"B._vulgatus",0.0550949872442431,0.0520557004892094,20,0.487569284447822,9.75138568895644
"52","NT5001","Phocaeicola vulgatus","Lansoprazole",80,FALSE,0.704636728733114,0.295363271266886,"B._vulgatus",0.0550949872442431,0.0388219515813761,80,0.487569284447822,39.0055427558258
"53","NT5001","Phocaeicola vulgatus","Loratadine",5,FALSE,0.98959474260679,0.0104052573932096,"B._vulgatus",0.0550949872442431,0.0545217097208911,5,0.64832179089944,3.2416089544972
"54","NT5001","Phocaeicola vulgatus","Loratadine",20,FALSE,0.943398936934348,0.0566010630656516,"B._vulgatus",0.0550949872442431,0.0519765523966304,20,0.64832179089944,12.9664358179888
"55","NT5001","Phocaeicola vulgatus","Loratadine",80,FALSE,0.511532547411584,0.488467452588416,"B._vulgatus",0.0550949872442431,0.0281828791746564,80,0.64832179089944,51.8657432719552
"56","NT5001","Phocaeicola vulgatus","Loxapine",5,FALSE,0.791309887803319,0.208690112196681,"B._vulgatus",0.0550949872442431,0.0435972081747673,5,0.89935428220796,4.4967714110398
"57","NT5001","Phocaeicola vulgatus","Loxapine",20,FALSE,0.478364430329496,0.521635569670504,"B._vulgatus",0.0550949872442431,0.0263554821871032,20,0.89935428220796,17.9870856441592
"58","NT5001","Phocaeicola vulgatus","Loxapine",80,FALSE,0.0553437100059046,0.944656289994095,"B._vulgatus",0.0550949872442431,0.0030491609968244,80,0.89935428220796,71.9483425766368
"59","NT5001","Phocaeicola vulgatus","Mecillinam",0.5,FALSE,0.998289708506841,0.00171029149315882,"B._vulgatus",0.0550949872442431,0.0550007587562435,0.5,0.837531785953495,0.418765892976748
"60","NT5001","Phocaeicola vulgatus","Mecillinam",2.5,FALSE,1.00433617155471,0.00433617155471455,"B._vulgatus",0.0550949872442431,0.0553338885607389,2.5,0.837531785953495,2.09382946488374
"61","NT5001","Phocaeicola vulgatus","Mecillinam",20,FALSE,0.967929749962536,0.032070250037464,"B._vulgatus",0.0550949872442431,0.0533280772275093,20,0.837531785953495,16.7506357190699
"62","NT5001","Phocaeicola vulgatus","Mefloquine",5,FALSE,1.00455735104461,0.00455735104461286,"B._vulgatus",0.0550949872442431,0.0553460744419135,5,0.970596467631136,4.85298233815568
"63","NT5001","Phocaeicola vulgatus","Mefloquine",20,FALSE,0.435008923259964,0.564991076740036,"B._vulgatus",0.0550949872442431,0.0239668110781396,20,0.970596467631136,19.4119293526227
"64","NT5001","Phocaeicola vulgatus","Mefloquine",60,FALSE,0.00743562048230785,0.992564379517692,"B._vulgatus",0.0550949872442431,0.000409665415625783,60,0.970596467631136,58.2357880578681
"65","NT5001","Phocaeicola vulgatus","Methotrexate",5,FALSE,0.946941028066856,0.0530589719331442,"B._vulgatus",0.0550949872442431,0.0521717038623938,5,0.738023507083176,3.69011753541588
"66","NT5001","Phocaeicola vulgatus","Methotrexate",20,FALSE,0.714260221571292,0.285739778428708,"B._vulgatus",0.0550949872442431,0.0393521577965406,20,0.738023507083176,14.7604701416635
"67","NT5001","Phocaeicola vulgatus","Methotrexate",80,FALSE,0.0231505211002904,0.97684947889971,"B._vulgatus",0.0550949872442431,0.00127547766471808,80,0.738023507083176,59.0418805666541
"68","NT5001","Phocaeicola vulgatus","MGAM",0,TRUE,1,0,"B._vulgatus",0.0550949872442431,0.0550949872442431,0,1,0
"69","NT5001","Phocaeicola vulgatus","Niclosamide",0,TRUE,1,0,"B._vulgatus",0.0550949872442431,0.0550949872442431,0,0.886172229114863,0
"70","NT5001","Phocaeicola vulgatus","Niclosamide",0.08,FALSE,0.951511898371802,0.0484881016281982,"B._vulgatus",0.0550949872442431,0.0524235359035399,0.08,0.886172229114863,0.070893778329189
"71","NT5001","Phocaeicola vulgatus","Niclosamide",0.16,FALSE,0.908570406154947,0.0914295938450528,"B._vulgatus",0.0550949872442431,0.0500576749376036,0.16,0.886172229114863,0.141787556658378
"72","NT5001","Phocaeicola vulgatus","Niclosamide",0.32,FALSE,0.779211839614524,0.220788160385476,"B._vulgatus",0.0550949872442431,0.0429306663641254,0.32,0.886172229114863,0.283575113316756
"73","NT5001","Phocaeicola vulgatus","Niclosamide",0.625,FALSE,0.491322240114511,0.508677759885489,"B._vulgatus",0.0550949872442431,0.0270693925519219,0.625,0.886172229114863,0.553857643196789
"74","NT5001","Phocaeicola vulgatus","Niclosamide",1.25,FALSE,0.075684380032206,0.924315619967794,"B._vulgatus",0.0550949872442431,0.00416982995246284,1.25,0.886172229114863,1.10771528639358
"75","NT5001","Phocaeicola vulgatus","Niclosamide",2.5,FALSE,0.00447307210592232,0.995526927894078,"B._vulgatus",0.0550949872442431,0.00024644385061837,2.5,0.886172229114863,2.21543057278716
"76","NT5001","Phocaeicola vulgatus","Niclosamide",5,FALSE,0.00662014671676508,0.993379853283235,"B._vulgatus",0.0550949872442431,0.00036473689891519,5,0.886172229114863,4.43086114557431
"77","NT5001","Phocaeicola vulgatus","Niclosamide",10,FALSE,0.00499053519187747,0.995009464808123,"B._vulgatus",0.0550949872442431,0.000274953472738435,10,0.886172229114863,8.86172229114863
"78","NT5001","Phocaeicola vulgatus","Niclosamide",20,FALSE,0.00583412172816147,0.994165878271839,"B._vulgatus",0.0550949872442431,0.000321430862194418,20,0.886172229114863,17.7234445822973
"79","NT5001","Phocaeicola vulgatus","Niclosamide",40,FALSE,0.00764600618187734,0.992353993818123,"B._vulgatus",0.0550949872442431,0.000421256613059936,40,0.886172229114863,35.4468891645945
"80","NT5001","Phocaeicola vulgatus","Niclosamide",80,FALSE,0.024116123153596,0.975883876846404,"B._vulgatus",0.0550949872442431,0.00132867749752797,80,0.886172229114863,70.893778329189
"81","NT5001","Phocaeicola vulgatus","Niclosamide",160,FALSE,0.0482221469691839,0.951777853030816,"B._vulgatus",0.0550949872442431,0.0026567985721572,160,0.886172229114863,141.787556658378
"82","NT5001","Phocaeicola vulgatus","Nifurtimox",2.5,FALSE,0.900913060738388,0.0990869392616118,"B._vulgatus",0.0550949872442431,0.0496357935895535,2.5,1,2.5
"83","NT5001","Phocaeicola vulgatus","Nifurtimox",20,FALSE,0.081540293767368,0.918459706232632,"B._vulgatus",0.0550949872442431,0.00449246144500497,20,1,20
"84","NT5001","Phocaeicola vulgatus","Nifurtimox",35,FALSE,0.0105845624052761,0.989415437594724,"B._vulgatus",0.0550949872442431,0.000583156330704579,35,1,35
"85","NT5001","Phocaeicola vulgatus","Olanzapine",5,FALSE,0.977167809065312,0.0228321909346882,"B._vulgatus",0.0550949872442431,0.0538370479759383,5,0.860648046345315,4.30324023172657
"86","NT5001","Phocaeicola vulgatus","Olanzapine",20,FALSE,0.955532102054456,0.0444678979455444,"B._vulgatus",0.0550949872442431,0.052645028974155,20,0.860648046345315,17.2129609269063
"87","NT5001","Phocaeicola vulgatus","Olanzapine",80,FALSE,0.97565351101999,0.0243464889800102,"B._vulgatus",0.0550949872442431,0.0537536177444473,80,0.860648046345315,68.8518437076252
"88","NT5001","Phocaeicola vulgatus","Omeprazole",5,FALSE,0.982436756573037,0.0175632434269632,"B._vulgatus",0.0550949872442431,0.054127340571667,5,0.608235354768738,3.04117677384369
"89","NT5001","Phocaeicola vulgatus","Omeprazole",20,FALSE,0.980599647266314,0.0194003527336862,"B._vulgatus",0.0550949872442431,0.0540261250578468,20,0.608235354768738,12.1647070953748
"90","NT5001","Phocaeicola vulgatus","Omeprazole",80,FALSE,0.887477954144621,0.112522045855379,"B._vulgatus",0.0550949872442431,0.0488955865631448,80,0.608235354768738,48.658828381499
"91","NT5001","Phocaeicola vulgatus","Oxolinic acid",0.5,FALSE,1.06914720580459,0.0691472058045941,"B._vulgatus",0.0550949872442431,0.0589046516660222,0.5,1,0.5
"92","NT5001","Phocaeicola vulgatus","Oxolinic acid",2.5,FALSE,1.03184522199989,0.0318452219998919,"B._vulgatus",0.0550949872442431,0.0568494993441172,2.5,1,2.5
"93","NT5001","Phocaeicola vulgatus","Oxolinic acid",20,FALSE,1.04229599668731,0.0422959966873111,"B._vulgatus",0.0550949872442431,0.057425284642213,20,1,20
"94","NT5001","Phocaeicola vulgatus","Sertindole",5,FALSE,0.967143091835058,0.0328569081649416,"B._vulgatus",0.0550949872442431,0.0532847363080103,5,0.917385055700039,4.5869252785002
"95","NT5001","Phocaeicola vulgatus","Sertindole",20,FALSE,0.820436996878594,0.179563003121406,"B._vulgatus",0.0550949872442431,0.0452019658777312,20,0.917385055700039,18.3477011140008
"96","NT5001","Phocaeicola vulgatus","Sertindole",80,FALSE,0.283226548381797,0.716773451618203,"B._vulgatus",0.0550949872442431,0.0156043630703261,80,0.917385055700039,73.3908044560031
"97","NT5001","Phocaeicola vulgatus","Simvastatin",5,FALSE,0.983262151137376,0.0167378488626236,"B._vulgatus",0.0550949872442431,0.0541728156746608,5,0.738623892612786,3.69311946306393
"98","NT5001","Phocaeicola vulgatus","Simvastatin",20,FALSE,0.452567006056336,0.547432993943664,"B._vulgatus",0.0550949872442431,0.0249341734258391,20,0.738623892612786,14.7724778522557
"99","NT5001","Phocaeicola vulgatus","Simvastatin",80,FALSE,0.0066233189878023,0.993376681012198,"B._vulgatus",0.0550949872442431,0.000364911675147521,80,0.738623892612786,59.0899114090229
"100","NT5001","Phocaeicola vulgatus","Tamoxifen",20,FALSE,0.0244646044021415,0.975535395597859,"B._vulgatus",0.0550949872442431,0.00134787706747144,20,0.774816049754363,15.4963209950873
"101","NT5001","Phocaeicola vulgatus","Tamoxifen",80,FALSE,0.00319259318381355,0.996807406816186,"B._vulgatus",0.0550949872442431,0.000175895880738265,80,0.774816049754363,61.9852839803491
"102","NT5001","Phocaeicola vulgatus","Tamoxifen",320,FALSE,0.026549271926854,0.973450728073146,"B._vulgatus",0.0550949872442431,0.00146273179815396,320,0.774816049754363,247.941135921396
"103","NT5002","Bacteroides uniformis","Acarbose",5,FALSE,0.900706099604901,0.099293900395099,"B._uniformis",0.0106333301366138,0.00957750531316065,5,1,5
"104","NT5002","Bacteroides uniformis","Acarbose",20,FALSE,0.812744610499629,0.187255389500371,"B._uniformis",0.0106333301366138,0.00864218176019614,20,1,20
"105","NT5002","Bacteroides uniformis","Acarbose",80,FALSE,0.728849033659818,0.271150966340182,"B._uniformis",0.0106333301366138,0.00775009239465678,80,1,80
"106","NT5002","Bacteroides uniformis","Amlodipine",20,FALSE,0.908719236427629,0.0912807635723714,"B._uniformis",0.0106333301366138,0.00966271164242657,20,0.917513168253277,18.3502633650655
"107","NT5002","Bacteroides uniformis","Amlodipine",80,FALSE,0.00685085264487765,0.993149147355122,"B._uniformis",0.0106333301366138,7.28473778902778e-05,80,0.917513168253277,73.4010534602621
"108","NT5002","Bacteroides uniformis","Amlodipine",160,FALSE,0.0147965280778758,0.985203471922124,"B._uniformis",0.0106333301366138,0.000157336367927729,160,0.917513168253277,146.802106920524
"109","NT5002","Bacteroides uniformis","Aprepitant",5,FALSE,0.970197512795118,0.0298024872048822,"B._uniformis",0.0106333301366138,0.0103164304512721,5,0.975426632985377,4.87713316492688
"110","NT5002","Bacteroides uniformis","Aprepitant",20,FALSE,0.733653732988195,0.266346267011805,"B._uniformis",0.0106333301366138,0.00780118234882258,20,0.975426632985377,19.5085326597075
"111","NT5002","Bacteroides uniformis","Aprepitant",30,FALSE,0.00810500738063881,0.991894992619361,"B._uniformis",0.0106333301366138,8.61832192380238e-05,30,0.975426632985377,29.2627989895613
"112","NT5002","Bacteroides uniformis","Aripiprazole",5,FALSE,0.916715567280687,0.0832844327193129,"B._uniformis",0.0106333301366138,0.00974773926826874,5,0.792637491646872,3.96318745823436
"113","NT5002","Bacteroides uniformis","Aripiprazole",20,FALSE,0.759313296405703,0.240686703594297,"B._uniformis",0.0106333301366138,0.00807402895780232,20,0.792637491646872,15.8527498329374
"114","NT5002","Bacteroides uniformis","Aripiprazole",80,FALSE,0.0191829484902309,0.980817051509769,"B._uniformis",0.0106333301366138,0.000203978624290282,80,0.792637491646872,63.4109993317497
"115","NT5002","Bacteroides uniformis","Azithromycin",2.5,FALSE,0.0214063034867933,0.978593696513207,"B._uniformis",0.0106333301366138,0.00022762029197962,2.5,0.997302067944504,2.49325516986126
"116","NT5002","Bacteroides uniformis","Azithromycin",20,FALSE,0.013614208078884,0.986385791921116,"B._uniformis",0.0106333301366138,0.000144764369051328,20,0.997302067944504,19.9460413588901
"117","NT5002","Bacteroides uniformis","Azithromycin",50,FALSE,0.0100562468041589,0.989943753195841,"B._uniformis",0.0106333301366138,0.000106931392203889,50,0.997302067944504,49.8651033972252
"118","NT5002","Bacteroides uniformis","beta-estradiol 17-valerate",5,FALSE,0.926224379908602,0.0737756200913982,"B._uniformis",0.0106333301366138,0.00984884961214855,5,1,5
"119","NT5002","Bacteroides uniformis","beta-estradiol 17-valerate",20,FALSE,0.0112344175406674,0.988765582459333,"B._uniformis",0.0106333301366138,0.000119459270602482,20,1,20
"120","NT5002","Bacteroides uniformis","beta-estradiol 17-valerate",80,FALSE,0.00977223929286125,0.990227760707139,"B._uniformis",0.0106333301366138,0.000103911446574983,80,1,80
"121","NT5002","Bacteroides uniformis","Chlorpromazine",5,FALSE,0.482356667955262,0.517643332044738,"B._uniformis",0.0106333301366138,0.0051290576939653,5,0.93808784290751,4.69043921453755
"122","NT5002","Bacteroides uniformis","Chlorpromazine",20,FALSE,0.0164643202050235,0.983535679794976,"B._uniformis",0.0106333301366138,0.000175070552214935,20,0.93808784290751,18.7617568581502
"123","NT5002","Bacteroides uniformis","Chlorpromazine",80,FALSE,0.00322176481116878,0.996778235188831,"B._uniformis",0.0106333301366138,3.42580888596828e-05,80,0.93808784290751,75.0470274326008
"124","NT5002","Bacteroides uniformis","Ciprofloxacin",20,FALSE,0.0246118947553159,0.975388105244684,"B._uniformis",0.0106333301366138,0.000261706402220868,20,0.957532271880326,19.1506454376065
"125","NT5002","Bacteroides uniformis","Ciprofloxacin",80,FALSE,0.0137210176211274,0.986278982378873,"B._uniformis",0.0106333301366138,0.000145900110175743,80,0.957532271880326,76.6025817504261
"126","NT5002","Bacteroides uniformis","Ciprofloxacin",320,FALSE,0.00537765827426053,0.99462234172574,"B._uniformis",0.0106333301366138,5.7182415792105e-05,320,0.957532271880326,306.410327001704
"127","NT5002","Bacteroides uniformis","Clomiphene",5,FALSE,0.949316173430989,0.0506838265690108,"B._uniformis",0.0106333301366138,0.0100943922761186,5,0.719136135635494,3.59568067817747
"128","NT5002","Bacteroides uniformis","Clomiphene",20,FALSE,0.727112814739695,0.272887185260305,"B._uniformis",0.0106333301366138,0.00773163060568968,20,0.719136135635494,14.3827227127099
"129","NT5002","Bacteroides uniformis","Clomiphene",80,FALSE,0.00350815646377827,0.996491843536222,"B._uniformis",0.0106333301366138,3.73033858502499e-05,80,0.719136135635494,57.5308908508395
"130","NT5002","Bacteroides uniformis","Diacerein",20,FALSE,0.789848170765869,0.210151829234131,"B._uniformis",0.0106333301366138,0.00839871635755399,20,1,20
"131","NT5002","Bacteroides uniformis","Diacerein",80,FALSE,0.139452471391271,0.860547528608729,"B._uniformis",0.0106333301366138,0.00148284416667008,80,1,80
"132","NT5002","Bacteroides uniformis","Diacerein",320,FALSE,0.0147348582198235,0.985265141780176,"B._uniformis",0.0106333301366138,0.000156680611967581,320,1,320
"133","NT5002","Bacteroides uniformis","Dienestrol",5,FALSE,0.648224290796395,0.351775709203605,"B._uniformis",0.0106333301366138,0.00689278288661041,5,0.957187441511403,4.78593720755702
"134","NT5002","Bacteroides uniformis","Dienestrol",20,FALSE,0.00606468892625237,0.993935311073748,"B._uniformis",0.0106333301366138,6.44878395287072e-05,20,0.957187441511403,19.1437488302281
"135","NT5002","Bacteroides uniformis","Dienestrol",80,FALSE,0.00550213557859769,0.994497864421402,"B._uniformis",0.0106333301366138,5.85060240636378e-05,80,0.957187441511403,76.5749953209123
"136","NT5002","Bacteroides uniformis","DMSO",0,TRUE,1,0,"B._uniformis",0.0106333301366138,0.0106333301366138,0,1,0
"137","NT5002","Bacteroides uniformis","Doxycycline",0.5,FALSE,0.0145136463643444,0.985486353635656,"B._uniformis",0.0106333301366138,0.000154328393278138,0.5,0.726673816397645,0.363336908198822
"138","NT5002","Bacteroides uniformis","Doxycycline",2.5,FALSE,0.0130721424243345,0.986927857575665,"B._uniformis",0.0106333301366138,0.000139000405990784,2.5,0.726673816397645,1.81668454099411
"139","NT5002","Bacteroides uniformis","Doxycycline",20,FALSE,0.00686218446205376,0.993137815537946,"B._uniformis",0.0106333301366138,7.29678728433591e-05,20,0.726673816397645,14.5334763279529
"140","NT5002","Bacteroides uniformis","Ebselen",1.25,FALSE,0.97527179829692,0.02472820170308,"B._uniformis",0.0106333301366138,0.0103703870042202,1.25,0.80235130995809,1.00293913744761
"141","NT5002","Bacteroides uniformis","Ebselen",5,FALSE,0.85647271032899,0.14352728967101,"B._uniformis",0.0106333301366138,0.00910715708192854,5,0.80235130995809,4.01175654979045
"142","NT5002","Bacteroides uniformis","Ebselen",20,FALSE,0.919154628143392,0.080845371856608,"B._uniformis",0.0106333301366138,0.00977367460764517,20,0.80235130995809,16.0470261991618
"143","NT5002","Bacteroides uniformis","Entacapone",5,FALSE,0.948630569228827,0.0513694307711726,"B._uniformis",0.0106333301366138,0.010087102020294,5,0.824560595040105,4.12280297520053
"144","NT5002","Bacteroides uniformis","Entacapone",20,FALSE,0.842862552063612,0.157137447936388,"B._uniformis",0.0106333301366138,0.00896243577588122,20,0.824560595040105,16.4912119008021
"145","NT5002","Bacteroides uniformis","Entacapone",80,FALSE,0.243720812823425,0.756279187176574,"B._uniformis",0.0106333301366138,0.00259156386391534,80,0.824560595040105,65.9648476032084
"146","NT5002","Bacteroides uniformis","Felodipine",5,FALSE,0.936931250328757,0.0630687496712428,"B._uniformis",0.0106333301366138,0.00996269930005601,5,0.868988702769437,4.34494351384719
"147","NT5002","Bacteroides uniformis","Felodipine",20,FALSE,0.60123086634054,0.39876913365946,"B._uniformis",0.0106333301366138,0.00639308629012128,20,0.868988702769437,17.3797740553887
